anchor_APE-A_atoms,anchor_APE-E_atoms,anchor_APE-P_atoms,anchor_DFG-D_atoms,anchor_DFG-F_atoms,anchor_DFG-G_atoms,anchor_motif,ape_motif_start_resi,ape_resi,chain,chain_key,dfg_resi,dfg_spatial,dihedral,expected_loop,flank_rmsd,flank_rmsd_addendum,gene,group,idx,ligand_type,loop_length,membership,n_loop_present,needs_v9_1_retrain,ood,pdb,recon_rmsd,source,z0,z1
,,,,,,APE,,,,8UKOE,,DFGin,ABAminus,,4.86088482788525,,PRKACA,AGC_PRKACA_MOUSE,,ATPlike,25,,,False,True,,1.3073139190673828,v9_addendum_comprehensive,53.27121353149414,147.07354736328125
,,,,,,APE,,,,7RJ6B,,DFGin,BLAminus,,4.47104766580849,,AAK1,OTHER_AAK1_MOUSE,,Type1,36,,,False,True,,1.308843970298767,v9_addendum_comprehensive,18.68307113647461,3.4797937870025635
,,,,,,APE,,,,9R9GC,,DFGin,BLAminus,,5.476182482165212,,IRAK4,TKL_IRAK4_HUMAN,,Type1,30,,,False,True,,1.313232183456421,v9_addendum_comprehensive,56.30547332763672,73.5853271484375
,,,,,,APE,,,,9EIIB,,DFGin,None,,6.96295691595709,,PINK1,OTHER_PINK1_HUMAN,,No_ligand,34,,,False,True,,1.3136694431304932,v9_addendum_comprehensive,77.7016830444336,8.515119552612305
,,,,,,PPE,,,,7NWKA,,DFGin,BLAminus,,4.777277262580189,,CDK9,CMGC_CDK9_HUMAN,,Type1,32,,,False,True,,1.3249409198760986,v9_addendum_comprehensive,83.43563079833984,121.3154525756836
,,,,,,SPE,,,,9FPXA,,DFGin,BLAminus,,7.082139314259402,,DYRK1A,CMGC_DYRK1A_HUMAN,,Type1,25,,,False,True,,1.3270975351333618,v9_addendum_comprehensive,9.753755569458008,125.75799560546876
,,,,,,SPE,,,,9KRJA,,DFGin,ABAminus,,7.117300889497538,,DYRK1A,CMGC_DYRK1A_MOUSE,,No_ligand,25,,,False,True,,1.3289146423339844,v9_addendum_comprehensive,13.866056442260742,124.10186767578124
,,,,,,APE,,,,9EIHA,,DFGin,BLAminus,,6.936508239087607,,PINK1,OTHER_PINK1_HUMAN,,No_ligand,34,,,False,True,,1.3308731317520142,v9_addendum_comprehensive,79.54621124267578,8.412214279174805
,,,,,,APE,,,,8UKND,,DFGin,ABAminus,,4.856960943426357,,PRKACA,AGC_PRKACA_MOUSE,,ATPlike,25,,,False,True,,1.340766191482544,v9_addendum_comprehensive,45.17047882080078,148.8898468017578
,,,,,,APE,,,,9R9GD,,DFGin,BLAminus,,5.482543457720354,,IRAK4,TKL_IRAK4_HUMAN,,Type1,30,,,False,True,,1.3437881469726562,v9_addendum_comprehensive,42.3404541015625,74.25835418701172
,,,,,,SPE,,,,7P6QD,,DFGin,BLAminus,,2.5179402596573737,,ROCK2,AGC_ROCK2_HUMAN,,Type1,29,,,False,True,,1.3483846187591553,v9_addendum_comprehensive,151.4254150390625,69.07121276855469
,,,,,,APE,,,,9CKRA,,DFGin,BLAminus,,4.028414785558582,,GRK5,AGC_GRK5_HUMAN,,ATPlike,27,,,False,True,,1.3488306999206543,v9_addendum_comprehensive,141.6180419921875,129.47850036621094
,,,,,,PPE,,,,4BCFA,,DFGin,BLAminus,,4.801435565935204,,CDK9,CMGC_CDK9_HUMAN,,Type1,32,,,False,True,,1.3497281074523926,v9_addendum_latent,86.6487045288086,121.71129608154295
,,,,,,SPE,,,,9SKQA,,DFGin,BLAminus,,4.557494857144098,,CDK1,CMGC_CDK1_HUMAN,,ATPlike,28,,,False,True,,1.351153016090393,v9_addendum_comprehensive,99.62242889404295,132.70936584472656
,,,,,,APE,,,,9EDEA,,DFGin,BLAminus,,4.891570096547869,,PRKACA,AGC_PRKACA_HUMAN,,ATPlike,25,,,False,True,,1.3554776906967163,v9_addendum_comprehensive,51.65501403808594,139.66773986816406
,,,,,,APE,,,,9EIHB,,DFGin,None,,6.957724880001655,,PINK1,OTHER_PINK1_HUMAN,,No_ligand,34,,,False,True,,1.3584767580032349,v9_addendum_litsearch,73.02729034423828,6.943594455718994
,,,,,,APE,,,,8UKNC,,DFGin,ABAminus,,4.899968658446187,,PRKACA,AGC_PRKACA_MOUSE,,No_ligand,25,,,False,True,,1.359689474105835,v9_addendum_comprehensive,51.49688720703125,148.84915161132812
,,,,,,APE,,,,9EDCA,,DFGin,BLAminus,,4.860896926534536,,PRKACA,AGC_PRKACA_HUMAN,,ATPlike,25,,,False,True,,1.3622045516967771,v9_addendum_comprehensive,54.90317153930664,161.4837646484375
,,,,,,APE,,,,9O7VA,,DFGin,BLAminus,,4.921318560475422,,PRKACA,AGC_PRKACA_MOUSE,,No_ligand,25,,,False,True,,1.3629086017608645,v9_addendum_comprehensive,52.68949508666992,152.0682830810547
,,,,,,APE,,,,8UKNH,,DFGin,ABAminus,,4.899455140716118,,PRKACA,AGC_PRKACA_MOUSE,,No_ligand,25,,,False,True,,1.3640122413635254,v9_addendum_comprehensive,44.72296524047852,144.48919677734375
